sl_no,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,Aging Bucket
6198,U001,200769623,WAL-MAR corporation,01:02.9,2020,1930796832,00:00.0,00:00.0,00:00.0,NAH4,45597.82,0-15
6199,U001,200152991,JET trust,38:24.0,2020,1930841850,00:00.0,00:00.0,00:00.0,NAA8,4211.43,0-15
6200,U001,200769623,WAL-MAR co,04:05.7,2020,1930647645,00:00.0,00:00.0,00:00.0,NAH4,42515.28,0-15
6201,CA02,140104409,LOB foundation,49:49.9,2020,2960620496,00:00.0,00:00.0,00:00.0,CA10,134326.4018,0-15
6202,U001,200726979,BJ'S  trust,08:31.5,2020,1930803787,00:00.0,00:00.0,00:00.0,NAA8,9222.81,0-15
6203,U001,200769623,WAL-MAR corp,46:17.5,2020,1930635535,00:00.0,00:00.0,00:00.0,NAH4,15807.2,0-15
6204,U001,200769623,WAL-MAR in,01:02.9,2020,1930799985,00:00.0,00:00.0,00:00.0,NAH4,45739.45,0-15
6205,U001,200769623,WAL-MAR trust,00:18.5,2020,1930716000,00:00.0,00:00.0,00:00.0,NAH4,1898.2,0-15
6206,U001,200769623,WAL-MAR associates,16:17.9,2020,1930623314,00:00.0,00:00.0,00:00.0,NAH4,591.69,0-15
6207,U001,200779051,AFFILI co,19:04.1,2020,1930866449,00:00.0,00:00.0,00:00.0,NAA8,99060.12,0-15
6208,U001,200769623,WAL-MAR associates,07:30.2,2020,1930885104,00:00.0,00:00.0,00:00.0,NAH4,58410.5,0-15
6209,U001,100031704,DELHAIZE corp,20:23.3,2020,1930830883,00:00.0,00:00.0,00:00.0,NAA8,15397.28,0-15
6210,U001,200769623,WAL-MAR foundation,37:15.1,2020,1930670656,00:00.0,00:00.0,00:00.0,NAH4,60172.46,0-15
6211,U001,200936373,SUPE llc,57:59.2,2020,1930801445,00:00.0,00:00.0,00:00.0,NAA8,42710.49,0-15
6212,U001,200769623,WAL-MAR in,27:04.6,2020,1930619208,00:00.0,00:00.0,00:00.0,NAH4,1898.9,0-15
6213,U001,200803720,DEC foundation,58:47.2,2020,1930863303,00:00.0,00:00.0,00:00.0,NAM4,210.12,
6214,U001,200965912,C&S W in,33:17.3,2020,1930788167,00:00.0,00:00.0,00:00.0,NAC6,75444.37,0-15
6215,U001,200759878,SA us,07:19.6,2020,1930668174,00:00.0,00:00.0,00:00.0,NAH4,13720.7,0-15
6216,U001,200769623,WAL-MAR trust,13:38.2,2020,1930699397,00:00.0,00:00.0,00:00.0,NAH4,35652.14,0-15
6217,U001,200799367,MCL corp,18:02.2,2020,1930675570,00:00.0,00:00.0,00:00.0,NAA8,38763.23,0-15
6218,U001,200769623,WAL-MAR in,40:18.6,2020,1930612823,00:00.0,00:00.0,00:00.0,NAH4,15950.55,0-15
6219,U001,200778355,US  systems,10:14.1,2020,1930822533,00:00.0,00:00.0,00:00.0,NAA8,74213.92,0-15
6220,U001,200762301,C&S WH corporation,28:51.0,2020,1930704022,00:00.0,00:00.0,00:00.0,NAC6,683.28,0-15
6221,U001,200744019,TARG corp,06:40.1,2020,1930592426,00:00.0,00:00.0,00:00.0,NAA8,6181.65,0-15
6222,U001,200769623,WAL-MAR systems,17:22.0,2020,1930696181,00:00.0,00:00.0,00:00.0,NAH4,2111.33,0-15
6223,U001,200726979,BJ'S  llc,32:44.1,2020,1930731537,00:00.0,00:00.0,00:00.0,NAA8,242.09,
6224,U001,200762301,C&S WH corp,17:14.0,2020,1930850054,00:00.0,00:00.0,00:00.0,NAC6,41420.65,
6225,U001,200592182,DECA associates,19:44.8,2020,1930706514,00:00.0,00:00.0,00:00.0,NAM2,7119.78,
6226,U001,200762950,HAR corporation,01:55.1,2020,1930597330,00:00.0,00:00.0,00:00.0,NAA8,83690.86,0-15
6227,U001,200739534,OK corp,52:24.2,2020,1930785480,00:00.0,00:00.0,00:00.0,NAA8,44454.5,0-15
6228,U001,200726979,BJ'S  co,40:17.2,2020,1930652658,00:00.0,00:00.0,00:00.0,NAA8,16029.89,0-15
6229,U001,200762301,C&S WH llc,52:52.5,2020,1930832146,00:00.0,00:00.0,00:00.0,NAC6,68552.83,0-15
6230,U001,200769623,WAL-MAR systems,31:16.5,2020,1930798623,00:00.0,00:00.0,00:00.0,NAH4,12456.6,0-15
6231,U001,200769623,WAL-MAR llc,56:41.9,2020,1930584072,00:00.0,00:00.0,00:00.0,NAH4,3797.1,0-15
6232,U001,200759878,SA co,56:39.8,2020,1930789407,00:00.0,00:00.0,00:00.0,NAH4,67326.15,0-15
6233,U001,200762301,C&S WH in,33:21.9,2020,1930623363,00:00.0,00:00.0,00:00.0,NAC6,64994.03,0-15
6234,U001,200769623,WAL-MAR us,08:10.6,2020,1930577114,00:00.0,00:00.0,00:00.0,NAH4,73031.37,0-15
6235,CA02,140104409,LOB in,08:30.6,2020,2960628418,00:00.0,00:00.0,00:00.0,CA10,61027.0655,0-15
6236,U001,100025066,BLAKE in,08:53.4,2020,1930686179,00:00.0,00:00.0,00:00.0,NAA8,31410.23,0-15
6237,U001,200769623,WAL-MAR co,34:25.5,2020,1930793247,00:00.0,00:00.0,00:00.0,NAH4,8576.92,0-15
6238,U001,200744019,TARG systems,47:08.0,2020,1930685100,00:00.0,00:00.0,00:00.0,NAA8,40949.92,0-15
6239,U001,200794332,COST corp,16:00.1,2020,1930810406,00:00.0,00:00.0,00:00.0,NAAX,98635.05,0-15
6240,U001,200769623,WAL-MAR associates,32:09.2,2020,1930823648,00:00.0,00:00.0,00:00.0,NAH4,57438.8,0-15
6241,U001,200726979,BJ'S  corp,03:46.7,2020,1930780664,00:00.0,00:00.0,00:00.0,NAA8,170.63,0-15
6242,U001,200759878,SA llc,26:36.8,2020,1930846877,00:00.0,00:00.0,00:00.0,NAH4,20615.64,
6243,U001,100000222,SMITHFIE co,11:07.4,2020,1930861118,00:00.0,00:00.0,00:00.0,NAA8,30824.06,
6244,U001,200729290,KROGER ,32:57.3,2020,1930681763,00:00.0,00:00.0,00:00.0,NAA8,4268.38,0-15
6245,U001,200704858,WAKE trust,26:19.6,2020,1930843163,00:00.0,00:00.0,00:00.0,NAA8,77110.43,0-15
6246,U001,200418007,AM trust,57:09.0,2020,1930799871,00:00.0,00:00.0,00:00.0,NAA8,125131.24,0-15
6247,U001,200705742,DOT systems,06:04.2,2020,1930856328,00:00.0,00:00.0,00:00.0,NAAW,1693.67,
6248,U001,200769623,WAL-MAR systems,49:11.2,2020,1930748905,00:00.0,00:00.0,00:00.0,NAH4,61.29,0-15
6249,U001,200418007,AM trust,15:13.0,2020,1930851158,00:00.0,00:00.0,00:00.0,NAA8,674.52,0-15
6250,U001,200769623,WAL-MAR associates,52:22.6,2020,1930800218,00:00.0,00:00.0,00:00.0,NAH4,6053.36,0-15
6251,U001,200020431,DEC ,08:56.7,2020,1930761187,00:00.0,00:00.0,00:00.0,NAM2,23842.91,
6252,U001,200769623,WAL-MAR us,00:35.2,2020,1930828336,00:00.0,00:00.0,00:00.0,NAH4,14157.77,0-15
6253,U001,200769623,WAL-MAR corp,00:35.2,2020,1930823093,00:00.0,00:00.0,00:00.0,NAH4,15482.3,0-15
6254,U001,200769623,WAL-MAR corp,39:14.3,2020,1930637941,00:00.0,00:00.0,00:00.0,NAH4,43290.88,0-15
6255,U001,200769623,WAL-MAR trust,43:27.5,2020,1930850429,00:00.0,00:00.0,00:00.0,NAH4,7860.59,0-15
6256,U001,200769623,WAL-MAR foundation,00:18.5,2020,1930577446,00:00.0,00:00.0,00:00.0,NAH4,1322.22,0-15
6257,U001,200762301,C&S WH ,17:50.5,2020,1930579936,00:00.0,00:00.0,00:00.0,NAC6,139542.8,0-15
6258,U001,200704858,WAKE llc,55:31.2,2020,1930859655,00:00.0,00:00.0,00:00.0,NAA8,87302.77,0-15
6259,U001,200762301,C&S WH trust,34:48.4,2020,1930652438,00:00.0,00:00.0,00:00.0,NAGD,838.16,
6260,U001,200148860,DOLLA in,03:04.5,2020,1930685491,00:00.0,00:00.0,00:00.0,NAA8,10966.11,
6261,U001,200769623,WAL-MAR ,30:50.3,2020,1930621631,00:00.0,00:00.0,00:00.0,NAH4,47387.47,0-15
6262,U001,100030964,NATURA ,54:54.0,2020,1930597750,00:00.0,00:00.0,00:00.0,NAA8,12067.25,
6263,U001,200739006,AL systems,44:17.2,2020,1930822663,00:00.0,00:00.0,00:00.0,NAA8,11252.66,16-30
6264,U001,200418007,AM llc,15:20.7,2020,1930808370,00:00.0,00:00.0,00:00.0,NAA8,3115.2,0-15
6265,U001,200769623,WAL-MAR corp,46:17.5,2020,1930649495,00:00.0,00:00.0,00:00.0,NAH4,18937.83,0-15
6266,U001,200820380,SMITH'S in,30:43.4,2020,1930662019,00:00.0,00:00.0,00:00.0,NAA8,1236.34,0-15
6267,U001,200396637,LAWL systems,00:15.5,2020,1930664806,00:00.0,00:00.0,00:00.0,NAD5,52901.64,0-15
6268,U001,200353024,DECA llc,15:17.1,2020,1930762328,00:00.0,00:00.0,00:00.0,NAM2,7622.84,
6269,U001,200779906,BOZZU ,13:31.2,2020,1930711448,00:00.0,00:00.0,00:00.0,NAA8,22808.11,0-15
6270,U001,200148860,DOLLA corp,26:30.6,2020,1930747194,00:00.0,00:00.0,00:00.0,NAGD,4370.06,
6271,U001,200769623,WAL-MAR foundation,27:04.6,2020,1930856363,00:00.0,00:00.0,00:00.0,NAH4,4821.77,0-15
6272,U001,200799538,UNITE foundation,57:00.5,2020,1930783705,00:00.0,00:00.0,00:00.0,NAA8,56952.73,0-15
6273,U001,200729290,KROGER trust,55:26.3,2020,1930659956,00:00.0,00:00.0,00:00.0,NAA8,44064.99,0-15
6274,U001,200778870,C systems,25:23.4,2020,1930828879,00:00.0,00:00.0,00:00.0,NAA8,8492.32,0-15
6275,U001,200744019,TARG co,19:56.1,2020,1930576887,00:00.0,00:00.0,00:00.0,NAA8,8078.47,0-15
6276,U001,200769623,WAL-MAR corp,19:26.1,2020,1930674582,00:00.0,00:00.0,00:00.0,NAH4,14516.61,0-15
6277,U001,200769623,WAL-MAR systems,22:06.4,2020,1930597378,00:00.0,00:00.0,00:00.0,NAH4,33422.07,0-15
6278,U001,200769623,WAL-MAR corp,11:58.6,2020,1930605688,00:00.0,00:00.0,00:00.0,NAH4,382.97,0-15
6279,U001,100032505,KEHE systems,02:17.5,2020,1930739825,00:00.0,00:00.0,00:00.0,NAA8,3542.5,0-15
6280,U001,200799367,MCL ,13:46.9,2020,1930581184,00:00.0,00:00.0,00:00.0,NAA8,35811.2,0-15
6281,CA02,140104429,COSTCO ,55:22.6,2020,2960619132,00:00.0,00:00.0,00:00.0,CA10,4314.2216,0-15
6282,U001,200769623,WAL-MAR llc,17:22.0,2020,1930690270,00:00.0,00:00.0,00:00.0,NAH4,4204.3,0-15
6283,U001,200759878,SA ,02:53.9,2020,1930593420,00:00.0,00:00.0,00:00.0,NAH4,75253.29,0-15
6284,U001,200769623,WAL-MAR corp,08:39.1,2020,1930844176,00:00.0,00:00.0,00:00.0,NAH4,51104.15,0-15
6285,U001,200794332,COST in,28:49.3,2020,1930738437,00:00.0,00:00.0,00:00.0,NAAX,8034.94,
6286,U001,200769623,WAL-MAR foundation,49:22.0,2020,1930827117,00:00.0,00:00.0,00:00.0,NAH4,49064.56,0-15
6287,U001,200275115,SHAWS  foundation,43:42.2,2020,1930752757,00:00.0,00:00.0,00:00.0,NAA8,59929.66,0-15
6288,U001,200726979,BJ'S  foundation,27:58.7,2020,1930780240,00:00.0,00:00.0,00:00.0,NAA8,99.54,
6289,U001,200956366,RICH foundation,57:15.2,2020,1930886516,00:00.0,00:00.0,00:00.0,NAA8,51163.2,0-15
6290,U001,200762301,C&S WH foundation,11:10.7,2020,1930777120,00:00.0,00:00.0,00:00.0,NAGD,6957.67,
6291,U001,200458131,TIMES ,51:04.3,2020,1930810035,00:00.0,00:00.0,00:00.0,NAA8,5790.5,0-15
6292,U001,200769623,WAL-MAR foundation,27:04.6,2020,1930878380,00:00.0,00:00.0,00:00.0,NAH4,4833.12,0-15
6293,U001,200744019,TARG corp,01:23.1,2020,1930709506,00:00.0,00:00.0,00:00.0,NAA8,51978.02,16-30
6294,U001,200780383,MEIJ systems,53:21.5,2020,1930725760,00:00.0,00:00.0,00:00.0,NAA8,64512.89,0-15
6295,U001,200769623,WAL-MAR in,17:55.2,2020,1930581502,00:00.0,00:00.0,00:00.0,NAH4,218.76,
6296,U001,200965912,C&S W llc,10:39.2,2020,1930796842,00:00.0,00:00.0,00:00.0,NAC6,67153.15,0-15
6297,U001,200020431,DEC foundation,09:17.0,2020,1930675897,00:00.0,00:00.0,00:00.0,NAM4,5352.42,
6298,U001,200777735,NASH  foundation,41:56.8,2020,1930670542,00:00.0,00:00.0,00:00.0,NAA8,8721.26,
6299,U001,200769623,WAL-MAR corp,04:05.7,2020,1930777049,00:00.0,00:00.0,00:00.0,NAH4,42664.57,0-15
6300,U001,200799367,MCL corporation,29:19.5,2020,1930670944,00:00.0,00:00.0,00:00.0,NAA8,80621.84,0-15
6301,U001,200714710,SYSCO  ,48:03.7,2020,1930666000,00:00.0,00:00.0,00:00.0,NA32,36130.46,0-15
6302,U001,200769623,WAL-MAR llc,42:23.1,2020,1930622297,00:00.0,00:00.0,00:00.0,NAH4,78951.51,0-15
6303,U001,200759878,SA in,02:55.7,2020,1930642544,00:00.0,00:00.0,00:00.0,NAH4,42461.23,0-15
6304,CA02,140104225,SAVE-ON- corporation,58:06.5,2020,2960633443,00:00.0,00:00.0,00:00.0,CA10,1522.6618,0-15
6305,U001,200759082,INGL in,47:27.5,2020,1930754672,00:00.0,00:00.0,00:00.0,NAA8,83920.47,0-15
6306,U001,200794332,COST llc,17:29.9,2020,1930577830,00:00.0,00:00.0,00:00.0,NAAX,61893.92,0-15
6307,U001,200769623,WAL-MAR systems,44:49.4,2020,1930832048,00:00.0,00:00.0,00:00.0,NAH4,26665.71,0-15
6308,CA02,140104440,SO trust,13:18.3,2020,2960626983,00:00.0,00:00.0,00:00.0,CA10,48006.2144,0-15
6309,U001,200078795,H T H trust,24:44.7,2020,1930581662,00:00.0,00:00.0,00:00.0,NAA8,23806.34,0-15
6310,U001,200718130,SYSCO F us,28:45.9,2020,1930616890,00:00.0,00:00.0,00:00.0,NAD1,12539.31,0-15
6311,U001,200769623,WAL-MAR systems,22:35.1,2020,1930681792,00:00.0,00:00.0,00:00.0,NAH4,10447.18,0-15
6312,U001,200726979,BJ'S  foundation,22:18.6,2020,1930851667,00:00.0,00:00.0,00:00.0,NAA8,107.17,0-15
6313,U001,200861551,MRS GR trust,58:43.3,2020,1930659939,00:00.0,00:00.0,00:00.0,NAA8,51107.53,0-15
6314,U001,200794332,COST ,40:51.6,2020,1930658174,00:00.0,00:00.0,00:00.0,NAAX,8793.09,
6315,U001,200769623,WAL-MAR foundation,57:34.8,2020,1930844008,00:00.0,00:00.0,00:00.0,NAH4,54613.8,0-15
6316,U001,200772595,SAFEW ,15:05.0,2020,1930717687,00:00.0,00:00.0,00:00.0,NAA8,24952.13,0-15
6317,U001,200750051,ALBER associates,43:32.0,2020,1930580460,00:00.0,00:00.0,00:00.0,NAA8,122172.17,31-45
6318,U001,200769623,WAL-MAR trust,29:51.4,2020,1930619725,00:00.0,00:00.0,00:00.0,NAH4,43861.32,0-15
6319,U001,200705742,DOT co,39:46.5,2020,1930658128,00:00.0,00:00.0,00:00.0,NAAW,9273.86,
6320,U001,200769623,WAL-MAR systems,41:27.5,2020,1930675708,00:00.0,00:00.0,00:00.0,NAH4,29146.38,0-15
6321,U001,200726979,BJ'S  llc,52:22.1,2020,1930798872,00:00.0,00:00.0,00:00.0,NAA8,94.86,
6322,U001,200794332,COST trust,44:11.1,2020,1930637142,00:00.0,00:00.0,00:00.0,NAAX,15850.93,
6323,U001,200769623,WAL-MAR in,03:59.2,2020,1930570731,00:00.0,00:00.0,00:00.0,NAH4,52168.55,0-15
6324,U001,200782669,SYGMA systems,14:17.5,2020,1930654247,00:00.0,00:00.0,00:00.0,NAA8,11827.31,0-15
6325,U001,200148860,DOLLA co,46:41.9,2020,1930637932,00:00.0,00:00.0,00:00.0,NAA8,89074.92,
6326,U001,200706844,WINC corp,44:38.0,2020,1930726801,00:00.0,00:00.0,00:00.0,NAA8,35644.62,0-15
6327,U001,200769623,WAL-MAR corp,40:18.6,2020,1930880592,00:00.0,00:00.0,00:00.0,NAH4,13038.15,0-15
6328,CA02,140106408,WAL-M ,19:42.9,2020,2960630472,00:00.0,00:00.0,00:00.0,CA10,36539.9016,16-30
6329,U001,200769623,WAL-MAR trust,44:35.1,2020,1930774072,00:00.0,00:00.0,00:00.0,NAH4,37762.2,0-15
6330,U001,200980828,BEN E us,38:16.6,2020,1930804751,00:00.0,00:00.0,00:00.0,NAA8,21576.54,
6331,U001,200795490,HY -  co,03:47.4,2020,1930757393,00:00.0,00:00.0,00:00.0,NAA8,4210.42,0-15
6332,U001,200769623,WAL-MAR trust,19:26.1,2020,1930683766,00:00.0,00:00.0,00:00.0,NAH4,14069.1,0-15
6333,U001,200769623,WAL-MAR trust,17:59.6,2020,1930690166,00:00.0,00:00.0,00:00.0,NAH4,52992.76,0-15
6334,U001,200148860,DOLLA foundation,53:04.3,2020,1930717156,00:00.0,00:00.0,00:00.0,NAGD,8392.28,
6335,U001,200739534,OK systems,14:16.9,2020,1930868274,00:00.0,00:00.0,00:00.0,NAA8,53206.43,0-15
6336,CA02,140104429,COSTCO llc,17:20.0,2020,2960616534,00:00.0,00:00.0,00:00.0,CA10,1303.1603,0-15
6337,U001,200458131,TIMES corp,39:58.7,2020,1930825449,00:00.0,00:00.0,00:00.0,NAA8,54235.43,0-15
6338,U001,200769623,WAL-MAR in,33:44.9,2020,1930692624,00:00.0,00:00.0,00:00.0,NAH4,7258.44,0-15
6339,U001,200726979,BJ'S  co,17:44.7,2020,1930606704,00:00.0,00:00.0,00:00.0,NAGD,40694.64,
6340,U001,200750051,ALBER llc,41:20.5,2020,1930799307,00:00.0,00:00.0,00:00.0,NAA8,116951,16-30
6341,U001,200769623,WAL-MAR in,02:15.9,2020,1930827849,00:00.0,00:00.0,00:00.0,NAH4,388.29,0-15
6342,U001,200769623,WAL-MAR co,14:32.9,2020,1930848723,00:00.0,00:00.0,00:00.0,NAH4,2318.96,0-15
6343,U001,200759878,SA llc,45:07.5,2020,1930649461,00:00.0,00:00.0,00:00.0,NAH4,13976.96,0-15
6344,U001,200764795,SYSCO  foundation,29:15.5,2020,1930592922,00:00.0,00:00.0,00:00.0,NA32,20738.04,0-15
6345,U001,200769623,WAL-MAR ,00:28.4,2020,1930652615,00:00.0,00:00.0,00:00.0,NAH4,17848.96,0-15
6346,U001,200799367,MCL foundation,39:33.6,2020,1930593671,00:00.0,00:00.0,00:00.0,NAA8,17606.06,0-15
6347,U013,140103499,CO corporation,25:15.9,2020,1991839767,00:00.0,00:00.0,00:00.0,NAVF,5050.8,0-15
6348,U001,200726979,BJ'S  corp,27:43.6,2020,1930643057,00:00.0,00:00.0,00:00.0,NAA8,1035.73,0-15
6349,U001,CCU013,KRAFT F trust,27:13.5,2020,1930665519,00:00.0,00:00.0,00:00.0,NAX2,5095.68,31-45
6350,U001,200418007,AM corporation,27:29.4,2020,1930851132,00:00.0,00:00.0,00:00.0,NAA8,40189.3,0-15
6351,U001,200353024,DECA corp,21:10.1,2020,1930761193,00:00.0,00:00.0,00:00.0,NAM4,212.4,
6352,U001,100031704,DELHAIZE systems,51:06.0,2020,1930704899,00:00.0,00:00.0,00:00.0,NAA8,64013.34,0-15
6353,U001,200769623,WAL-MAR corporation,22:06.4,2020,1930596130,00:00.0,00:00.0,00:00.0,NAH4,24959.21,0-15
6354,U001,200707822,PUBLI associates,21:21.9,2020,1930664512,00:00.0,00:00.0,00:00.0,NAA8,96895.36,0-15
6355,U001,200769623,WAL-MAR corp,07:06.3,2020,1930845078,00:00.0,00:00.0,00:00.0,NAH4,59073.46,0-15
6356,U001,200020431,DEC foundation,53:18.4,2020,1930599557,00:00.0,00:00.0,00:00.0,NAM2,10928.87,
6357,U001,200519201,KROGE ,33:28.0,2020,1930720136,00:00.0,00:00.0,00:00.0,NAA8,116395.69,0-15
6358,U001,200759878,SA associates,43:25.1,2020,1930645797,00:00.0,00:00.0,00:00.0,NAH4,35897.31,0-15
6359,U001,200732755,KROGER systems,29:35.8,2020,1930682322,00:00.0,00:00.0,00:00.0,NAA8,77937.46,0-15
6360,U001,200769623,WAL-MAR llc,31:16.5,2020,1930801202,00:00.0,00:00.0,00:00.0,NAH4,19301.99,0-15
6361,U001,200769623,WAL-MAR associates,26:02.2,2020,1930581387,00:00.0,00:00.0,00:00.0,NAH4,26019.68,0-15
6362,U001,200769623,WAL-MAR corp,26:15.6,2020,1930829120,00:00.0,00:00.0,00:00.0,NAH4,44286.91,0-15
6363,U001,200769623,WAL-MAR foundation,08:18.9,2020,1930708420,00:00.0,00:00.0,00:00.0,NAH4,661.11,0-15
6364,U001,200794332,COST trust,41:21.1,2020,1930594261,00:00.0,00:00.0,00:00.0,NAAX,10113.88,
6365,U001,200769623,WAL-MAR corp,43:04.0,2020,1930715424,00:00.0,00:00.0,00:00.0,NAH4,8510.82,0-15
6366,U001,200762950,HAR trust,48:42.7,2020,1930830051,00:00.0,00:00.0,00:00.0,NAA8,144568.28,0-15
6367,U001,200769623,WAL-MAR corp,17:22.0,2020,1930692536,00:00.0,00:00.0,00:00.0,NAH4,3703.19,0-15
6368,U001,200353024,DECA systems,54:45.3,2020,1930817825,00:00.0,00:00.0,00:00.0,NAM4,9927.64,
6369,U001,200726979,BJ'S  ,08:24.8,2020,1930870351,00:00.0,00:00.0,00:00.0,NAA8,1136.7,0-15
6370,U001,200726979,BJ'S  llc,09:48.6,2020,1930774153,00:00.0,00:00.0,00:00.0,NAA8,253.84,
6371,U001,200762301,C&S WH associates,26:19.0,2020,1930638625,00:00.0,00:00.0,00:00.0,NAC6,102240.42,0-15
6372,U001,200230690,DECA in,42:30.8,2020,1930744792,00:00.0,00:00.0,00:00.0,NAM4,7253.34,
6373,CA02,140104409,LOB foundation,16:49.1,2020,2960626028,00:00.0,00:00.0,00:00.0,CA10,87156.434,0-15
6374,U001,200726979,BJ'S  us,11:45.9,2020,1930651948,00:00.0,00:00.0,00:00.0,NAGD,12513.08,
6375,U001,200707822,PUBLI co,08:06.6,2020,1930733207,00:00.0,00:00.0,00:00.0,NAA8,1045.51,
6376,U001,200744019,TARG ,18:28.9,2020,1930654934,00:00.0,00:00.0,00:00.0,NAA8,16563.55,0-15
6377,U001,200762301,C&S WH in,08:57.1,2020,1930594444,00:00.0,00:00.0,00:00.0,NAC6,268.7,
6378,CA02,140104440,SO systems,01:34.3,2020,2960616565,00:00.0,00:00.0,00:00.0,CA10,57608.6486,0-15
6379,U001,200769623,WAL-MAR trust,06:10.5,2020,1930827694,00:00.0,00:00.0,00:00.0,NAH4,9200.51,0-15
6380,U001,200759878,SA ,44:51.5,2020,1930570039,00:00.0,00:00.0,00:00.0,NAH4,14350.9,0-15
6381,U001,200769623,WAL-MAR systems,01:19.1,2020,1930827998,00:00.0,00:00.0,00:00.0,NAH4,36464.9,0-15
6382,U013,140103480,PRIC associates,31:38.8,2020,1991840484,00:00.0,00:00.0,00:00.0,NAVF,38262.16,0-15
6383,U001,100049079,ESSEX  trust,57:04.2,2020,1930711479,00:00.0,00:00.0,00:00.0,NAA8,7347.12,0-15
6384,U001,200418007,AM trust,28:34.0,2020,1930809399,00:00.0,00:00.0,00:00.0,NAA8,7103.04,0-15
6385,U001,200707822,PUBLI corporation,43:05.8,2020,1930584641,00:00.0,00:00.0,00:00.0,NAGD,48318.9,0-15
6386,U001,200726979,BJ'S  us,39:30.9,2020,1930684356,00:00.0,00:00.0,00:00.0,NAA8,99.54,
6387,U001,200755701,ASSOCI in,21:26.6,2020,1930848470,00:00.0,00:00.0,00:00.0,NAA8,24303.64,0-15
6388,U001,200790710,F associates,23:53.1,2020,1930691716,00:00.0,00:00.0,00:00.0,NAA8,472.79,0-15
6389,U001,100001196,DOLLAR corporation,55:45.0,2020,1930647284,00:00.0,00:00.0,00:00.0,NAA8,45044.7,
6390,CA02,140104440,SO us,51:14.9,2020,2960621007,00:00.0,00:00.0,00:00.0,CA10,76397.1159,0-15
6391,U001,200762301,C&S WH llc,47:49.6,2020,1930796771,00:00.0,00:00.0,00:00.0,NAC6,22061.29,
6392,U001,100024776,PEA in,57:02.4,2020,1930667132,00:00.0,00:00.0,00:00.0,NAG2,12155.5,0-15
6393,CA02,140106408,WAL-M systems,27:15.1,2020,2960630626,00:00.0,00:00.0,00:00.0,CA10,31057.5781,16-30
6394,U001,200762301,C&S WH foundation,21:27.1,2020,1930592650,00:00.0,00:00.0,00:00.0,NAC6,138715.45,0-15
6395,U001,200772595,SAFEW co,36:20.0,2020,1930854447,00:00.0,00:00.0,00:00.0,NAA8,52970.41,0-15
6396,U001,200762950,HAR foundation,04:35.2,2020,1930751384,00:00.0,00:00.0,00:00.0,NAA8,55194.75,0-15
6397,U001,200706844,WINC foundation,38:45.0,2020,1930633874,00:00.0,00:00.0,00:00.0,NAA8,13625.13,0-15
6398,U001,200759878,SA foundation,24:06.4,2020,1930666915,00:00.0,00:00.0,00:00.0,NAH4,6503.83,
6399,U001,200769623,WAL-MAR co,48:03.4,2020,1930796393,00:00.0,00:00.0,00:00.0,NAH4,1322.22,0-15
6400,U001,200735528,ASSOCIA llc,19:57.9,2020,1930803560,00:00.0,00:00.0,00:00.0,NAA8,40507,0-15
6401,U001,200797984,PIGGLY corp,14:54.4,2020,1930598316,00:00.0,00:00.0,00:00.0,NAA8,72974.13,0-15
6402,U001,200749225,SUPER  corp,35:30.6,2020,1930692848,00:00.0,00:00.0,00:00.0,NAA8,78304.6,0-15
6403,U001,200833713,JETRO llc,13:38.5,2020,1930731236,00:00.0,00:00.0,00:00.0,NAA8,1030.97,
6404,U001,200726979,BJ'S  foundation,50:39.7,2020,1930629760,00:00.0,00:00.0,00:00.0,NAA8,723.86,0-15
6405,U001,200769623,WAL-MAR trust,21:42.9,2020,1930713548,00:00.0,00:00.0,00:00.0,NAH4,30204.8,0-15
6406,U001,200769623,WAL-MAR co,43:27.5,2020,1930860795,00:00.0,00:00.0,00:00.0,NAH4,9802.64,0-15
6407,CA02,140105686,SYSC corp,43:50.6,2020,2960618101,00:00.0,00:00.0,00:00.0,CA10,1846.467,0-15
6408,U001,200769623,WAL-MAR foundation,09:34.7,2020,1930849859,00:00.0,00:00.0,00:00.0,NAH4,31936.95,0-15
6409,CA02,140104429,COSTCO co,52:50.4,2020,2960619635,00:00.0,00:00.0,00:00.0,CA10,586.8041,0-15
6410,U001,200353024,DECA llc,47:05.5,2020,1930689526,00:00.0,00:00.0,00:00.0,NAM4,169,
6411,U001,200418007,AM co,34:46.1,2020,1930769176,00:00.0,00:00.0,00:00.0,NAA8,51351.47,16-30
6412,U001,200723794,MID MO llc,02:32.4,2020,1930699520,00:00.0,00:00.0,00:00.0,NAA8,110264.11,0-15
6413,U002,100036009,JOSE llc,37:53.0,2020,1990571412,00:00.0,00:00.0,00:00.0,NAG2,18313.04,0-15
6414,U001,200126819,MCLANE corp,03:58.9,2020,1930787644,00:00.0,00:00.0,00:00.0,NAA8,30236.16,0-15
6415,U001,200743592,PERFOR us,22:23.9,2020,1930647135,00:00.0,00:00.0,00:00.0,NAD1,12178.82,0-15
6416,U001,200769623,WAL-MAR us,49:35.6,2020,1930610488,00:00.0,00:00.0,00:00.0,NAH4,74755.78,0-15
6417,U001,200769623,WAL-MAR in,35:38.2,2020,1930847178,00:00.0,00:00.0,00:00.0,NAH4,22079.96,0-15
